Cancer type;Period;Sex;Age range;Number
Urinary tract and male genital organs;2016;Male and Female;0-14;10
Bone and articular cartilage;2003;Male and Female;75+;151
Bone and articular cartilage;2003;Male and Female;45-59;199
Bone and articular cartilage;2003;Male and Female;60-74;201
Bone and articular cartilage;2003;Male and Female;0-14;70
Bone and articular cartilage;2003;Male and Female;15-29;84
Bone and articular cartilage;2003;Male and Female;All ages;848
Bone and articular cartilage;2004;Male and Female;75+;160
Bone and articular cartilage;2004;Male and Female;30-44;167
Bone and articular cartilage;2004;Male and Female;60-74;192
Bone and articular cartilage;2004;Male and Female;45-59;196
Bone and articular cartilage;2004;Male and Female;0-14;69
Bone and articular cartilage;2004;Male and Female;15-29;82
Bone and articular cartilage;2004;Male and Female;All ages;866
Bone and articular cartilage;2005;Male and Female;30-44;142
Bone and articular cartilage;2005;Male and Female;75+;158
Bone and articular cartilage;2005;Male and Female;45-59;201
Bone and articular cartilage;2005;Male and Female;60-74;235
Bone and articular cartilage;2005;Male and Female;0-14;75
Bone and articular cartilage;2005;Male and Female;15-29;88
Bone and articular cartilage;2005;Male and Female;All ages;899
Bone and articular cartilage;2006;Male and Female;30-44;165
Bone and articular cartilage;2006;Male and Female;75+;174
Bone and articular cartilage;2006;Male and Female;45-59;195
Bone and articular cartilage;2006;Male and Female;60-74;204
Bone and articular cartilage;2006;Male and Female;0-14;75
Bone and articular cartilage;2006;Male and Female;15-29;87
Bone and articular cartilage;2006;Male and Female;All ages;900
Bone and articular cartilage;2007;Male and Female;30-44;151
Bone and articular cartilage;2007;Male and Female;75+;166
Bone and articular cartilage;2007;Male and Female;45-59;201
Bone and articular cartilage;2007;Male and Female;60-74;236
Bone and articular cartilage;2007;Male and Female;0-14;63
Bone and articular cartilage;2007;Male and Female;15-29;89
Bone and articular cartilage;2007;Male and Female;All ages;906
Bone and articular cartilage;2008;Male and Female;30-44;139
Bone and articular cartilage;2008;Male and Female;75+;168
Bone and articular cartilage;2008;Male and Female;45-59;198
Breast;2011;Male and Female;60-74;4979
Breast;2011;Male and Female;45-59;5084
Breast;2011;Male and Female;15-29;87
Breast;2012;Male and Female;0-14;0
Breast;2012;Male and Female;30-44;1411
Breast;2012;Male and Female;All ages;14382
Breast;2012;Male and Female;75+;2533
Breast;2012;Male and Female;45-59;5000
Breast;2012;Male and Female;60-74;5340
Breast;2012;Male and Female;15-29;98
Breast;2013;Male and Female;0-14;0
Breast;2013;Male and Female;All ages;14462
Breast;2013;Male and Female;30-44;1483
Breast;2013;Male and Female;75+;2459
Breast;2013;Male and Female;45-59;4954
Breast;2013;Male and Female;60-74;5491
Breast;2013;Male and Female;15-29;75
Breast;2014;Male and Female;0-14;0
Breast;2014;Male and Female;30-44;1456
Breast;2014;Male and Female;All ages;14666
Breast;2014;Male and Female;75+;2557
Breast;2014;Male and Female;45-59;4972
Breast;2014;Male and Female;60-74;5593
Breast;2014;Male and Female;15-29;88
Breast;2015;Male and Female;0-14;0
Breast;2015;Male and Female;30-44;1437
Breast;2015;Male and Female;All ages;14602
Breast;2015;Male and Female;75+;2523
Breast;2015;Male and Female;45-59;5025
Breast;2015;Male and Female;60-74;5544
Breast;2015;Male and Female;15-29;73
Breast;2016;Male and Female;0-14;0
Breast;2016;Male and Female;30-44;1393
Breast;2016;Male and Female;All ages;14755
Breast;2016;Male and Female;75+;2542
Breast;2016;Male and Female;45-59;5050
Breast;2016;Male and Female;60-74;5676
Bone and articular cartilage;2008;Male and Female;60-74;229
Bone and articular cartilage;2008;Male and Female;0-14;69
Bone and articular cartilage;2008;Male and Female;15-29;89
Bone and articular cartilage;2008;Male and Female;All ages;892
Bone and articular cartilage;2009;Male and Female;30-44;141
Bone and articular cartilage;2009;Male and Female;75+;182
Bone and articular cartilage;2009;Male and Female;45-59;193
Bone and articular cartilage;2009;Male and Female;60-74;232
Bone and articular cartilage;2009;Male and Female;0-14;67
Bone and articular cartilage;2009;Male and Female;15-29;78
Bone and articular cartilage;2009;Male and Female;All ages;893
Bone and articular cartilage;2010;Male and Female;30-44;144
Bone and articular cartilage;2010;Male and Female;75+;180
Bone and articular cartilage;2010;Male and Female;45-59;214
Bone and articular cartilage;2010;Male and Female;60-74;259
Bone and articular cartilage;2010;Male and Female;0-14;80
Bone and articular cartilage;2010;Male and Female;15-29;81
Bone and articular cartilage;2010;Male and Female;All ages;958
Bone and articular cartilage;2011;Male and Female;30-44;122
Bone and articular cartilage;2011;Male and Female;45-59;213
Bone and articular cartilage;2011;Male and Female;75+;222
Bone and articular cartilage;2011;Male and Female;60-74;273
Bone and articular cartilage;2011;Male and Female;0-14;78
Bone and articular cartilage;2011;Male and Female;15-29;84
Bone and articular cartilage;2011;Male and Female;All ages;992
Bone and articular cartilage;2012;Male and Female;All ages;1058
Bone and articular cartilage;2012;Male and Female;30-44;120
Bone and articular cartilage;2012;Male and Female;75+;230
Bone and articular cartilage;2012;Male and Female;45-59;247
Bone and articular cartilage;2012;Male and Female;60-74;314
Bone and articular cartilage;2012;Male and Female;0-14;63
Bone and articular cartilage;2012;Male and Female;15-29;84
Bone and articular cartilage;2013;Male and Female;30-44;119
Bone and articular cartilage;2013;Male and Female;75+;209
Bone and articular cartilage;2013;Male and Female;45-59;214
Bone and articular cartilage;2013;Male and Female;60-74;255
Bone and articular cartilage;2013;Male and Female;15-29;78
Bone and articular cartilage;2013;Male and Female;0-14;79
Bone and articular cartilage;2013;Male and Female;All ages;954
Bone and articular cartilage;2014;Male and Female;All ages;1040
Bone and articular cartilage;2014;Male and Female;30-44;131
Bone and articular cartilage;2014;Male and Female;45-59;218
Bone and articular cartilage;2014;Male and Female;75+;246
Bone and articular cartilage;2014;Male and Female;60-74;288
Bone and articular cartilage;2014;Male and Female;0-14;75
Bone and articular cartilage;2014;Male and Female;15-29;82
Bone and articular cartilage;2015;Male and Female;All ages;1011
Bone and articular cartilage;2015;Male and Female;30-44;117
Bone and articular cartilage;2015;Male and Female;45-59;205
Bone and articular cartilage;2015;Male and Female;75+;217
Bone and articular cartilage;2015;Male and Female;60-74;310
Bone and articular cartilage;2015;Male and Female;0-14;67
Bone and articular cartilage;2015;Male and Female;15-29;95
Bone and articular cartilage;2016;Male and Female;All ages;1021
Bone and articular cartilage;2016;Male and Female;30-44;107
Bone and articular cartilage;2016;Male and Female;45-59;225
Bone and articular cartilage;2016;Male and Female;75+;233
Bone and articular cartilage;2016;Male and Female;60-74;304
Bone and articular cartilage;2016;Male and Female;0-14;65
Bone and articular cartilage;2016;Male and Female;15-29;87
Bone and articular cartilage;2017;Male and Female;All ages;1052
Bone and articular cartilage;2017;Male and Female;30-44;109
Bone and articular cartilage;2017;Male and Female;45-59;232
Bone and articular cartilage;2017;Male and Female;75+;253
Bone and articular cartilage;2017;Male and Female;60-74;297
Bone and articular cartilage;2017;Male and Female;15-29;79
Bone and articular cartilage;2017;Male and Female;0-14;82
Bone and articular cartilage;2018*;Male and Female;All ages;1051
Bone and articular cartilage;2018*;Male and Female;30-44;108
Bone and articular cartilage;2018*;Male and Female;45-59;203
Bone and articular cartilage;2018*;Male and Female;75+;289
Bone and articular cartilage;2018*;Male and Female;60-74;299
Bone and articular cartilage;2018*;Male and Female;0-14;71
Bone and articular cartilage;2018*;Male and Female;15-29;81
Breast;2016;Male and Female;15-29;94
Breast;2017;Male and Female;0-14;0
Breast;2017;Male and Female;30-44;1449
Breast;2017;Male and Female;All ages;15032
Breast;2017;Male and Female;75+;2575
Breast;2017;Male and Female;45-59;5113
Breast;2017;Male and Female;60-74;5804
Breast;2017;Male and Female;15-29;91
Breast;2018*;Male and Female;0-14;0
Breast;2018*;Male and Female;30-44;1426
Breast;2018*;Male and Female;All ages;14759
Breast;2018*;Male and Female;75+;2699
Breast;2018*;Male and Female;45-59;4976
Breast;2018*;Male and Female;60-74;5571
Breast;2018*;Male and Female;15-29;87
Breast;2019*;Male and Female;0-14;1
Breast;2019*;Male and Female;15-29;104
Breast;2019*;Male and Female;30-44;1469
Breast;2019*;Male and Female;All ages;14994
Breast;2019*;Male and Female;75+;2823
Breast;2019*;Male and Female;45-59;4918
Breast;2019*;Male and Female;60-74;5679
Urinary tract and male genital organs;2016;Male and Female;All ages;12387
Urinary tract and male genital organs;2016;Male and Female;45-59;1282
Urinary tract and male genital organs;2016;Male and Female;15-29;262
Urinary tract and male genital organs;2016;Male and Female;75+;3317
Urinary tract and male genital organs;2016;Male and Female;30-44;409
Urinary tract and male genital organs;2016;Male and Female;60-74;7107
Urinary tract and male genital organs;2017;Male and Female;45-59;1295
Urinary tract and male genital organs;2017;Male and Female;All ages;13048
Urinary tract and male genital organs;2017;Male and Female;15-29;256
Urinary tract and male genital organs;2017;Male and Female;0-14;3
Urinary tract and male genital organs;2017;Male and Female;75+;3655
Urinary tract and male genital organs;2017;Male and Female;30-44;416
Urinary tract and male genital organs;2017;Male and Female;60-74;7423
Urinary tract and male genital organs;2018*;Male and Female;45-59;1248
Urinary tract and male genital organs;2018*;Male and Female;All ages;13463
Urinary tract and male genital organs;2018*;Male and Female;15-29;276
Urinary tract and male genital organs;2018*;Male and Female;0-14;3
Urinary tract and male genital organs;2018*;Male and Female;75+;3906
Urinary tract and male genital organs;2018*;Male and Female;30-44;422
Urinary tract and male genital organs;2018*;Male and Female;60-74;7608
Urinary tract and male genital organs;2019*;Male and Female;45-59;1343
Urinary tract and male genital organs;2019*;Male and Female;All ages;14601
Urinary tract and male genital organs;2019*;Male and Female;15-29;266
Urinary tract and male genital organs;2019*;Male and Female;0-14;4
Urinary tract and male genital organs;2019*;Male and Female;75+;4333
Urinary tract and male genital organs;2019*;Male and Female;30-44;445
Urinary tract and male genital organs;2019*;Male and Female;60-74;8210
Bone and articular cartilage;2019*;Male and Female;All ages;1179
Bone and articular cartilage;2019*;Male and Female;30-44;122
Bone and articular cartilage;2019*;Male and Female;45-59;243
Bone and articular cartilage;2019*;Male and Female;75+;281
Bone and articular cartilage;2019*;Male and Female;60-74;357
Bone and articular cartilage;2019*;Male and Female;0-14;85
Bone and articular cartilage;2019*;Male and Female;15-29;91
Female genital organs;2016;Male and Female;75+;1262
Female genital organs;2016;Male and Female;60-74;1829
Female genital organs;2016;Male and Female;30-44;429
Female genital organs;2016;Male and Female;All ages;4649
Female genital organs;2016;Male and Female;0-14;5
Female genital organs;2016;Male and Female;15-29;79
Female genital organs;2017;Male and Female;45-59;1007
Female genital organs;2017;Male and Female;75+;1312
Female genital organs;2017;Male and Female;60-74;1937
Female genital organs;2017;Male and Female;0-14;2
Female genital organs;2017;Male and Female;30-44;424
Female genital organs;2017;Male and Female;All ages;4749
Female genital organs;2017;Male and Female;15-29;67
Female genital organs;2018*;Male and Female;45-59;1069
Female genital organs;2018*;Male and Female;75+;1284
Female genital organs;2018*;Male and Female;60-74;1943
Female genital organs;2018*;Male and Female;0-14;2
Female genital organs;2018*;Male and Female;30-44;444
Female genital organs;2018*;Male and Female;All ages;4825
Female genital organs;2018*;Male and Female;15-29;83
Female genital organs;2019*;Male and Female;45-59;1118
Female genital organs;2019*;Male and Female;75+;1304
Female genital organs;2019*;Male and Female;60-74;1893
Female genital organs;2019*;Male and Female;30-44;486
Female genital organs;2019*;Male and Female;All ages;4880
Female genital organs;2019*;Male and Female;15-29;71
Female genital organs;2019*;Male and Female;0-14;8
Urinary tract;1989;Male;0-14;14
Urinary tract;1989;Male;All ages;1843
Urinary tract;1989;Male;45-59;369
Urinary tract;1989;Male;15-29;5
Urinary tract;1989;Male;75+;544
Urinary tract;1989;Male;30-44;61
Urinary tract;1989;Male;60-74;850
Urinary tract;1990;Male;All ages;1789
Urinary tract;1990;Male;0-14;23
Urinary tract;1990;Male;45-59;324
Urinary tract;1990;Male;30-44;54
Urinary tract;1990;Male;75+;540
Urinary tract;1990;Male;15-29;6
Urinary tract;1990;Male;60-74;842
Urinary tract;1991;Male;All ages;1797
Urinary tract;1991;Male;45-59;362
Urinary tract;1991;Male;15-29;5
Urinary tract;1991;Male;75+;511
Urinary tract;1991;Male;30-44;56
Urinary tract;1991;Male;0-14;7
Urinary tract;1991;Male;60-74;856
Urinary tract;1992;Male;0-14;18
Urinary tract;1992;Male;All ages;1980
Urinary tract;1992;Male;45-59;376
Urinary tract;1992;Male;75+;586
